PROJ_NAME	PROJ_LOC	LOCA_ID	LOCA_TYPE	LOCA_FDEO	LOCA_GL	LOCA_NATE	LOCA_NATN	PROJ_ID	GEOL_TOP	GEOL_SUW	GEOL_TOP	GEOL_SUW	GEOL_SUW_LE	GEOL_SUW_BE	GEOL_SUW_HE	GEOL_SU	GEOL_SU	GEOL_SU_LE	GEOL_SU_BE	GEOL_SU_HE	GEOL_SU_LE	GEOL_SU_BE	GEOL_SU_HE	LOCA_ID	SCPT_DPTH	SCPT_RES	SCPT_FRES	SCPT_PWP2	SCPT_QT	SCPT_BDEN	SCPT_CPO	SCPT_CPOD	SCPT_QNET	LOCA_ID	IVAN_DPTH	IVAN_TYPE	IVAN_IVAN	IVAN_IVAR	LOCA_ID	IDEN_DPTH	IDEN_MC	LOCA_ID	SPEC_DPTH	TRIT_CU	LOCA_ID	SPEC_DPTH	LLPL_LL	LLPL_PL	LLPL_PI
x	x	x	x	ft	ft	ft	ft	x	ft	pcf	m	kN/m3	kN/m3	kN/m3	kN/m3	psf	kPa	psf	psf	psf	kPa	kPa	kPa	x	m	MPa	MPa	kPa	MPa	pcf	kPa	kPa	kPa	x	x	x	ksf	ksf	x	ft	%	x	ft	kPa	x	ft	%	%	%
PROJ_NAME_x	PROJ_LOC_x	LOCA_ID_x	LOCA_TYPE_x	LOCA_FDEO_ft	LOCA_GL_ft	LOCA_NATE_ft	LOCA_NATN_ft	PROJ_ID_x	GEOL_TOP_ft	GEOL_SUW_pcf	GEOL_TOP_m	GEOL_SUW_kN/m3	GEOL_SUW_LE_kN/m3	GEOL_SUW_BE_kN/m3	GEOL_SUW_HE_kN/m3	GEOL_SU_psf	GEOL_SU_kPa	GEOL_SU_LE_psf	GEOL_SU_BE_psf	GEOL_SU_HE_psf	GEOL_SU_LE_kPa	GEOL_SU_BE_kPa	GEOL_SU_HE_kPa	LOCA_ID_x	SCPT_DPTH_m	SCPT_RES_MPa	SCPT_FRES_MPa	SCPT_PWP2_kPa	SCPT_QT_MPa	SCPT_BDEN_pcf	SCPT_CPO_kPa	SCPT_CPOD_kPa	SCPT_QNET_kPa	LOCA_ID_x	IVAN_DPTH_x	IVAN_TYPE_x	IVAN_IVAN_ksf	IVAN_IVAR_ksf	LOCA_ID_x	IDEN_DPTH_ft	IDEN_MC_%	LOCA_ID_x	SPEC_DPTH_ft	TRIT_CU_kPa	LOCA_ID_x	SPEC_DPTH_ft	LLPL_LL_%	LLPL_PL_%	LLPL_PI_%
																								CPT-72L	30.36	1.16			1.33			279.03	1050.97																
																								CPT-72L	30.37	1.16			1.34			279.11	1060.89																
																								CPT-72L	30.38	1.16			1.34			279.19	1060.81																
																								CPT-72L	30.39	1.16			1.34			279.27	1060.73																
																								CPT-72L	30.4	1.16			1.34			279.35	1060.65																
																								CPT-72L	30.41	1.17			1.34			279.43	1060.57																
																								CPT-72L	30.41	1.17			1.35			279.51	1070.49																
																								CPT-72L	30.42	1.17			1.35			279.6	1070.4																
																								CPT-72L	30.43	1.17			1.35			279.68	1070.32																
																								CPT-72L	30.44	1.17			1.35			279.75	1070.25																
																								CPT-72L	30.45	1.18			1.36			279.84	1080.16																
																								CPT-72L	30.46	1.18			1.36			279.92	1080.08																
																								CPT-72L	30.47	1.18			1.36			280	1080																
																								CPT-72L	30.48	1.18			1.36			280.08	1079.92																
																								CPT-72L	30.49	1.18			1.36			280.17	1079.83																
																								CPT-72L	30.49	1.18			1.35			280.24	1069.76																
																								CPT-72L	30.5	1.18			1.35			280.32	1069.68																
																								CPT-72L	30.51	1.18			1.35			280.41	1069.59																
																								CPT-72L	30.52	1.18			1.35			280.49	1069.51																
																								CPT-72L	30.53	1.17			1.35			280.57	1069.43																
																								CPT-72L	30.54	1.17			1.35			280.65	1069.35																
																								CPT-72L	30.55	1.17			1.35			280.73	1069.27																
																								CPT-72L	30.56	1.17			1.35			280.81	1069.19																
																								CPT-72L	30.57	1.17			1.35			280.89	1069.11																
																								CPT-72L	30.57	1.17			1.35			280.98	1069.02																
																								CPT-72L	30.58	1.17			1.35			281.06	1068.94																
																								CPT-72L	30.59	1.17			1.35			281.13	1068.87																
																								CPT-72L	30.6	1.17			1.35			281.21	1068.79																
																								CPT-72L	30.61	1.17			1.35			281.3	1068.7																
																								CPT-72L	30.62	1.17			1.35			281.38	1068.62																
																								CPT-72L	30.63	1.18			1.35			281.46	1068.54																
																								CPT-72L	30.64	1.17			1.36			281.54	1078.46																
																								CPT-72L	30.64	1.18			1.36			281.62	1078.38																
																								CPT-72L	30.65	1.18			1.36			281.7	1078.3																
																								CPT-72L	30.66	1.18			1.36			281.78	1078.22																
																								CPT-72L	30.67	1.18			1.36			281.87	1078.13																
																								CPT-72L	30.68	1.18			1.36			281.95	1078.05																
																								CPT-72L	30.69	1.18			1.36			282.03	1077.97																
																								CPT-72L	30.7	1.18			1.36			282.11	1077.89																
																								CPT-72L	30.71	1.19			1.36			282.19	1077.81																
																								CPT-72L	30.71	1.19			1.37			282.27	1087.73																
																								CPT-72L	30.72	1.19			1.37			282.35	1087.65																
																								CPT-72L	30.73	1.19			1.37			282.44	1087.56																
																								CPT-72L	30.74	1.19			1.37			282.52	1087.48																
																								CPT-72L	30.75	1.19			1.37			282.59	1087.41																
																								CPT-72L	30.76	1.19			1.37			282.68	1087.32																
																								CPT-72L	30.77	1.19			1.37			282.76	1087.24																
																								CPT-72L	30.78	1.19			1.37			282.84	1087.16																
																								CPT-72L	30.79	1.19			1.37			282.92	1087.08																
																								CPT-72L	30.8	1.19			1.37			283.01	1086.99																
																								CPT-72L	30.8	1.19			1.37			283.08	1086.92																
																								CPT-72L	30.81	1.19			1.37			283.16	1086.84																
																								CPT-72L	30.82	1.19			1.37			283.24	1086.76																
																								CPT-72L	30.83	1.19			1.37			283.33	1086.67																
																								CPT-72L	30.84	1.19			1.37			283.41	1086.59																
																								CPT-72L	30.85	1.19			1.37			283.49	1086.51																
																								CPT-72L	30.86	1.19			1.37			283.57	1086.43																
																								CPT-72L	30.86	1.19			1.37			283.65	1086.35																
																								CPT-72L	30.87	1.18			1.36			283.73	1076.27																
																								CPT-72L	30.88	1.18			1.36			283.81	1076.19																
																								CPT-72L	30.89	1.18			1.36			283.9	1076.1																
																								CPT-72L	30.9	1.19			1.37			283.98	1086.02																
																								CPT-72L	30.91	1.19			1.37			284.05	1085.95																
																								CPT-72L	30.92	1.18			1.36			284.14	1075.86																
																								CPT-72L	30.93	1.18			1.36			284.22	1075.78																
																								CPT-72L	30.94	1.19			1.36			284.3	1075.7																
																								CPT-72L	30.95	1.19			1.36			284.38	1075.62																
																								CPT-72L	30.95	1.18			1.37			284.46	1085.54																
																								CPT-72L	30.96	1.19			1.37			284.54	1085.46																
																								CPT-72L	30.97	1.19			1.37			284.62	1085.38																
																								CPT-72L	30.98	1.19			1.37			284.71	1085.29																
																								CPT-72L	30.99	1.19			1.37			284.79	1085.21																
																								CPT-72L	31	1.19			1.37			284.87	1085.13																
																								CPT-72L	31.01	1.19			1.37			284.95	1085.05																
																								CPT-72L	31.02	1.19			1.37			285.03	1084.97																
																								CPT-72L	31.02	1.19			1.37			285.11	1084.89																
																								CPT-72L	31.03	1.19			1.37			285.19	1084.81																
																								CPT-72L	31.04	1.19			1.37			285.28	1084.72																
																								CPT-72L	31.05	1.19			1.37			285.36	1084.64																
																								CPT-72L	31.06	1.19			1.37			285.43	1084.57																
																								CPT-72L	31.07	1.19			1.37			285.51	1084.49																
																								CPT-72L	31.08	1.2			1.38			285.6	1094.4																
																								CPT-72L	31.09	1.2			1.38			285.68	1094.32																
																								CPT-72L	31.09	1.2			1.38			285.76	1094.24																
																								CPT-72L	31.1	1.2			1.38			285.85	1094.15																
																								CPT-72L	31.11	1.2			1.38			285.92	1094.08																
																								CPT-72L	31.12	1.2			1.38			286	1094																
																								CPT-72L	31.13	1.2			1.38			286.08	1093.92																
																								CPT-72L	31.14	1.2			1.38			286.17	1093.83																
																								CPT-72L	31.15	1.2			1.38			286.25	1093.75																
																								CPT-72L	31.16	1.2			1.38			286.33	1093.67																
																								CPT-72L	31.16	1.2			1.38			286.41	1093.59																
																								CPT-72L	31.17	1.2			1.38			286.49	1093.51																
																								CPT-72L	31.18	1.2			1.38			286.57	1093.43																
																								CPT-72L	31.19	1.2			1.38			286.65	1093.35																
																								CPT-72L	31.2	1.2			1.38			286.74	1093.26																
																								CPT-72L	31.21	1.2			1.38			286.82	1093.18																
																								CPT-72L	31.22	1.2			1.38			286.89	1093.11																
																								CPT-72L	31.23	1.2			1.38			286.98	1093.02																
																								CPT-72L	31.24	1.2			1.38			287.06	1092.94																
																								CPT-72L	31.25	1.21			1.39			287.14	1102.86																
																								CPT-72L	31.25	1.21			1.39			287.22	1102.78																
																								CPT-72L	31.26	1.22			1.4			287.31	1112.69																
																								CPT-72L	31.27	1.22			1.4			287.38	1112.62																
																								CPT-72L	31.28	1.22			1.4			287.46	1112.54																
																								CPT-72L	31.29	1.22			1.4			287.55	1112.45																
																								CPT-72L	31.3	1.22			1.4			287.63	1112.37																
																								CPT-72L	31.31	1.22			1.4			287.71	1112.29																
																								CPT-72L	31.32	1.22			1.4			287.79	1112.21																
																								CPT-72L	31.32	1.22			1.4			287.87	1112.13																
																								CPT-72L	31.33	1.21			1.39			287.95	1102.05																
																								CPT-72L	31.34	1.21			1.39			288.03	1101.97																
																								CPT-72L	31.35	1.21			1.39			288.12	1101.88																
																								CPT-72L	31.36	1.21			1.39			288.2	1101.8																
																								CPT-72L	31.37	1.21			1.39			288.27	1101.73																
																								CPT-72L	31.38	1.21			1.39			288.35	1101.65																
																								CPT-72L	31.39	1.21			1.39			288.44	1101.56																
																								CPT-72L	31.39	1.21			1.39			288.52	1101.48																
																								CPT-72L	31.4	1.21			1.39			288.6	1101.4																
																								CPT-72L	31.41	1.21			1.39			288.69	1101.31																
																								CPT-72L	31.42	1.21			1.39			288.76	1101.24																
																								CPT-72L	31.43	1.21			1.39			288.84	1101.16																
																								CPT-72L	31.44	1.21			1.39			288.92	1101.08																
																								CPT-72L	31.45	1.21			1.39			289.01	1100.99																
																								CPT-72L	31.46	1.21			1.39			289.09	1100.91																
																								CPT-72L	31.47	1.21			1.4			289.17	1110.83																
																								CPT-72L	31.47	1.21			1.4			289.25	1110.75																
																								CPT-72L	31.48	1.21			1.4			289.33	1110.67																
																								CPT-72L	31.49	1.21			1.4			289.41	1110.59																
																								CPT-72L	31.5	1.22			1.4			289.49	1110.51																
																								CPT-72L	31.51	1.22			1.4			289.58	1110.42																
																								CPT-72L	31.52	1.22			1.4			289.66	1110.34																
																								CPT-72L	31.53	1.22			1.41			289.73	1120.27																
																								CPT-72L	31.54	1.22			1.41			289.82	1120.18																
																								CPT-72L	31.55	1.22			1.41			289.9	1120.1																
																								CPT-72L	31.55	1.23			1.41			289.98	1120.02																
																								CPT-72L	31.56	1.23			1.41			290.06	1119.94																
																								CPT-72L	31.57	1.23			1.41			290.15	1119.85																
																								CPT-72L	31.58	1.23			1.41			290.22	1119.78																
																								CPT-72L	31.59	1.22			1.41			290.3	1119.7																
																								CPT-72L	31.6	1.22			1.4			290.39	1109.61																
																								CPT-72L	31.61	1.22			1.4			290.47	1109.53																
																								CPT-72L	31.62	1.22			1.4			290.55	1109.45																
																								CPT-72L	31.63	1.22			1.4			290.63	1109.37																
																								CPT-72L	31.63	1.22			1.4			290.71	1109.29																
																								CPT-72L	31.64	1.22			1.41			290.79	1119.21																
																								CPT-72L	31.65	1.23			1.41			290.87	1119.13																
																								CPT-72L	31.66	1.23			1.41			290.96	1119.04																
																								CPT-72L	31.67	1.23			1.41			291.04	1118.96																
																								CPT-72L	31.68	1.23			1.41			291.12	1118.88																
																								CPT-72L	31.69	1.23			1.42			291.19	1128.81																
																								CPT-72L	31.7	1.23			1.42			291.28	1128.72																
																								CPT-72L	31.7	1.23			1.42			291.36	1128.64																
																								CPT-72L	31.71	1.24			1.42			291.44	1128.56																
																								CPT-72L	31.72	1.24			1.42			291.53	1128.47																
																								CPT-72L	31.73	1.24			1.42			291.61	1128.39																
																								CPT-72L	31.74	1.24			1.42			291.68	1128.32																
																								CPT-72L	31.75	1.24			1.42			291.76	1128.24																
																								CPT-72L	31.76	1.24			1.42			291.85	1128.15																
																								CPT-72L	31.77	1.24			1.42			291.93	1128.07																
																								CPT-72L	31.77	1.24			1.43			292.01	1137.99																
																								CPT-72L	31.78	1.24			1.43			292.09	1137.91																
																								CPT-72L	31.79	1.24			1.43			292.17	1137.83																
																								CPT-72L	31.8	1.24			1.43			292.25	1137.75																
																								CPT-72L	31.81	1.24			1.43			292.33	1137.67																
																								CPT-72L	31.82	1.24			1.43			292.42	1137.58																
																								CPT-72L	31.83	1.24			1.43			292.5	1137.5																
																								CPT-72L	31.84	1.24			1.42			292.57	1127.43																
																								CPT-72L	31.84	1.24			1.43			292.66	1137.34																
																								CPT-72L	31.85	1.24			1.43			292.74	1137.26																
																								CPT-72L	31.86	1.25			1.43			292.82	1137.18																
																								CPT-72L	31.87	1.25			1.43			292.9	1137.1																
																								CPT-72L	31.88	1.25			1.43			292.99	1137.01																
																								CPT-72L	31.89	1.25			1.43			293.06	1136.94																
																								CPT-72L	31.9	1.25			1.43			293.14	1136.86																
																								CPT-72L	31.91	1.25			1.43			293.23	1136.77																
																								CPT-72L	31.92	1.25			1.43			293.31	1136.69																
																								CPT-72L	31.93	1.24			1.43			293.39	1136.61																
																								CPT-72L	31.93	1.24			1.43			293.47	1136.53																
																								CPT-72L	31.94	1.24			1.43			293.55	1136.45																
																								CPT-72L	31.95	1.24			1.43			293.63	1136.37																
																								CPT-72L	31.96	1.24			1.43			293.71	1136.29																
																								CPT-72L	31.97	1.24			1.43			293.8	1136.2																
																								CPT-72L	31.98	1.24			1.43			293.88	1136.12																
																								CPT-72L	31.99	1.24			1.43			293.96	1136.04																
																								CPT-72L	32	1.24			1.43			294.03	1135.97																
																								CPT-72L	32	1.25			1.43			294.12	1135.88																
																								CPT-72L	32.01	1.25			1.44			294.2	1145.8																
																								CPT-72L	32.02	1.25			1.44			294.28	1145.72																
																								CPT-72L	32.03	1.25			1.44			294.36	1145.64																
																								CPT-72L	32.04	1.26			1.44			294.45	1145.55																
																								CPT-72L	32.05	1.26			1.44			294.52	1145.48																
																								CPT-72L	32.06	1.25			1.44			294.6	1145.4																
																								CPT-72L	32.07	1.25			1.44			294.69	1145.31																
																								CPT-72L	32.08	1.25			1.44			294.77	1145.23																
																								CPT-72L	32.08	1.25			1.44			294.85	1145.15																
																								CPT-72L	32.09	1.25			1.44			294.93	1145.07																
																								CPT-72L	32.1	1.25			1.44			295.01	1144.99																
																								CPT-72L	32.11	1.25			1.44			295.09	1144.91																
																								CPT-72L	32.12	1.25			1.44			295.17	1144.83																
																								CPT-72L	32.13	1.25			1.44			295.26	1144.74																
																								CPT-72L	32.14	1.25			1.44			295.34	1144.66																
																								CPT-72L	32.15	1.25			1.44			295.42	1144.58																
																								CPT-72L	32.15	1.25			1.44			295.5	1144.5																
																								CPT-72L	32.16	1.25			1.44			295.58	1144.42																
																								CPT-72L	32.17	1.25			1.44			295.66	1144.34																
																								CPT-72L	32.18	1.25			1.44			295.74	1144.26																
																								CPT-72L	32.19	1.25			1.44			295.83	1144.17																
																								CPT-72L	32.2	1.25			1.44			295.9	1144.1																
																								CPT-72L	32.21	1.25			1.44			295.98	1144.02																
																								CPT-72L	32.22	1.25			1.44			296.07	1143.93																
																								CPT-72L	32.23	1.25			1.44			296.15	1143.85																
																								CPT-72L	32.23	1.25			1.44			296.23	1143.77																
																								CPT-72L	32.24	1.25			1.44			296.31	1143.69																
																								CPT-72L	32.25	1.25			1.44			296.39	1143.61																
																								CPT-72L	32.26	1.25			1.44			296.47	1143.53																
																								CPT-72L	32.27	1.25			1.44			296.55	1143.45																
																								CPT-72L	32.28	1.25			1.44			296.63	1143.37																
																								CPT-72L	32.29	1.26			1.45			296.72	1153.28																
																								CPT-72L	32.3	1.27			1.46			296.8	1163.2																
																								CPT-72L	32.3	1.28			1.46			296.87	1163.13																
																								CPT-72L	32.31	1.28			1.47			296.96	1173.04																
																								CPT-72L	32.32	1.28			1.47			297.04	1172.96																
																								CPT-72L	32.33	1.29			1.47			297.12	1172.88																
																								CPT-72L	32.34	1.29			1.47			297.2	1172.8																
																								CPT-72L	32.35	1.29			1.47			297.29	1172.71																
																								CPT-72L	32.36	1.29			1.47			297.36	1172.64																
																								CPT-72L	32.37	1.29			1.47			297.44	1172.56																
																								CPT-72L	32.38	1.28			1.47			297.53	1172.47																
																								CPT-72L	32.38	1.28			1.47			297.61	1172.39																
																								CPT-72L	32.39	1.28			1.47			297.69	1172.31																
																								CPT-72L	32.4	1.28			1.47			297.77	1172.23																
																								CPT-72L	32.41	1.28			1.47			297.85	1172.15																
																								CPT-72L	32.42	1.28			1.47			297.93	1172.07																
																								CPT-72L	32.43	1.29			1.48			298.01	1181.99																
																								CPT-72L	32.44	1.29			1.48			298.1	1181.9																
																								CPT-72L	32.45	1.29			1.48			298.18	1181.82																
																								CPT-72L	32.45	1.29			1.48			298.26	1181.74																
																								CPT-72L	32.46	1.29			1.48			298.33	1181.67																
																								CPT-72L	32.47	1.3			1.48			298.42	1181.58																
																								CPT-72L	32.48	1.3			1.49			298.5	1191.5																
																								CPT-72L	32.49	1.29			1.48			298.58	1181.42																
																								CPT-72L	32.5	1.29			1.48			298.67	1181.33																
																								CPT-72L	32.51	1.29			1.48			298.75	1181.25																
																								CPT-72L	32.52	1.29			1.48			298.82	1181.18																
																								CPT-72L	32.52	1.29			1.48			298.9	1181.1																
																								CPT-72L	32.53	1.29			1.48			298.99	1181.01																
																								CPT-72L	32.54	1.29			1.48			299.07	1180.93																
																								CPT-72L	32.55	1.29			1.48			299.15	1180.85																
																								CPT-72L	32.56	1.29			1.48			299.23	1180.77																
																								CPT-72L	32.57	1.29			1.48			299.31	1180.69																
																								CPT-72L	32.58	1.29			1.48			299.39	1180.61																
																								CPT-72L	32.59	1.29			1.48			299.47	1180.53																
																								CPT-72L	32.6	1.29			1.48			299.56	1180.44																
																								CPT-72L	32.6	1.29			1.48			299.64	1180.36																
																								CPT-72L	32.61	1.29			1.48			299.71	1180.29																
																								CPT-72L	32.62	1.29			1.48			299.8	1180.2																
																								CPT-72L	32.63	1.29			1.48			299.88	1180.12																
																								CPT-72L	32.64	1.29			1.48			299.96	1180.04																
																								CPT-72L	32.65	1.28			1.48			300.04	1179.96																
																								CPT-72L	32.66	1.28			1.48			300.13	1179.87																
																								CPT-72L	32.67	1.29			1.48			300.2	1179.8																
																								CPT-72L	32.67	1.29			1.48			300.28	1179.72																
																								CPT-72L	32.68	1.29			1.48			300.37	1179.63																
																								CPT-72L	32.69	1.29			1.48			300.45	1179.55																
																								CPT-72L	32.7	1.28			1.48			300.53	1179.47																
																								CPT-72L	32.71	1.28			1.48			300.61	1179.39																
																								CPT-72L	32.72	1.29			1.48			300.69	1179.31																
																								CPT-72L	32.73	1.29			1.48			300.77	1179.23																
																								CPT-72L	32.74	1.29			1.48			300.85	1179.15																
																								CPT-72L	32.75	1.29			1.48			300.94	1179.06																
																								CPT-72L	32.76	1.28			1.47			301.02	1168.98																
																								CPT-72L	32.76	1.28			1.47			301.1	1168.9																
																								CPT-72L	32.77	1.28			1.47			301.17	1168.83																
																								CPT-72L	32.78	1.28			1.47			301.26	1168.74																
																								CPT-72L	32.79	1.28			1.47			301.34	1168.66																
																								CPT-72L	32.8	1.28			1.47			301.42	1168.58																
																								CPT-72L	32.81	1.28			1.47			301.51	1168.49																
																								CPT-72L	32.82	1.28			1.47			301.59	1168.41																
																								CPT-72L	32.83	1.27			1.47			301.66	1168.34																
																								CPT-72L	32.83	1.27			1.47			301.74	1168.26																
																								CPT-72L	32.84	1.27			1.46			301.83	1158.17																
																								CPT-72L	32.85	1.27			1.46			301.91	1158.09																
																								CPT-72L	32.86	1.27			1.47			301.99	1168.01																
																								CPT-72L	32.87	1.28			1.47			302.08	1167.92																
																								CPT-72L	32.88	1.28			1.47			302.15	1167.85																
																								CPT-72L	32.89	1.28			1.47			302.23	1167.77																
																								CPT-72L	32.9	1.28			1.47			302.31	1167.69																
																								CPT-72L	32.91	1.28			1.47			302.4	1167.6																
																								CPT-72L	32.91	1.28			1.47			302.48	1167.52																
																								CPT-72L	32.92	1.28			1.47			302.56	1167.44																
																								CPT-72L	32.93	1.28			1.48			302.64	1177.36																
																								CPT-72L	32.94	1.28			1.47			302.72	1167.28																
																								CPT-72L	32.95	1.28			1.47			302.8	1167.2																
																								CPT-72L	32.96	1.28			1.47			302.88	1167.12																
																								CPT-72L	32.97	1.28			1.47			302.97	1167.03																
																								CPT-72L	32.98	1.27			1.47			303.04	1166.96																
																								CPT-72L	32.98	1.28			1.47			303.12	1166.88																
																								CPT-72L	32.99	1.28			1.47			303.21	1166.79																
																								CPT-72L	33	1.28			1.47			303.29	1166.71																
																								CPT-72L	33.01	1.28			1.48			303.37	1176.63																
																								CPT-72L	33.02	1.28			1.48			303.45	1176.55																
																								CPT-72L	33.03	1.28			1.48			303.53	1176.47																
																								CPT-72L	33.04	1.29			1.48			303.61	1176.39																
																								CPT-72L	33.05	1.29			1.48			303.69	1176.31																
																								CPT-72L	33.05	1.29			1.48			303.78	1176.22																
																								CPT-72L	33.06	1.29			1.48			303.86	1176.14																
																								CPT-72L	33.07	1.29			1.48			303.94	1176.06																
																								CPT-72L	33.08	1.29			1.48			304.01	1175.99																
																								CPT-72L	33.09	1.29			1.48			304.1	1175.9																
																								CPT-72L	33.1	1.29			1.49			304.18	1185.82																
																								CPT-72L	33.11	1.29			1.49			304.26	1185.74																
																								CPT-72L	33.12	1.29			1.49			304.35	1185.65																
																								CPT-72L	33.13	1.29			1.48			304.43	1175.57																
																								CPT-72L	33.13	1.28			1.48			304.5	1175.5																
																								CPT-72L	33.14	1.28			1.48			304.58	1175.42																
																								CPT-72L	33.15	1.28			1.48			304.67	1175.33																
																								CPT-72L	33.16	1.28			1.48			304.75	1175.25																
																								CPT-72L	33.17	1.29			1.48			304.83	1175.17																
																								CPT-72L	33.18	1.29			1.49			304.92	1185.08																
																								CPT-72L	33.19	1.3			1.5			304.99	1195.01																
																								CPT-72L	33.2	1.31			1.5			305.07	1194.93																
																								CPT-72L	33.2	1.31			1.51			305.15	1204.85																
																								CPT-72L	33.21	1.31			1.51			305.24	1204.76																
																								CPT-72L	33.22	1.31			1.51			305.32	1204.68																
																								CPT-72L	33.23	1.31			1.51			305.4	1204.6																
																								CPT-72L	33.24	1.31			1.5			305.48	1194.52																
																								CPT-72L	33.25	1.31			1.5			305.56	1194.44																
																								CPT-72L	33.26	1.31			1.5			305.64	1194.36																
																								CPT-72L	33.27	1.31			1.51			305.72	1204.28																
																								CPT-72L	33.28	1.32			1.51			305.81	1204.19																
																								CPT-72L	33.28	1.31			1.51			305.89	1204.11																
																								CPT-72L	33.29	1.31			1.51			305.96	1204.04																
																								CPT-72L	33.3	1.31			1.5			306.05	1193.95																
																								CPT-72L	33.31	1.31			1.5			306.13	1193.87																
																								CPT-72L	33.32	1.3			1.5			306.21	1193.79																
																								CPT-72L	33.33	1.3			1.49			306.29	1183.71																
																								CPT-72L	33.34	1.3			1.49			306.38	1183.62																
																								CPT-72L	33.35	1.29			1.49			306.45	1183.55																
																								CPT-72L	33.35	1.3			1.49			306.53	1183.47																
																								CPT-72L	33.36	1.3			1.49			306.62	1183.38																
																								CPT-72L	33.37	1.3			1.5			306.7	1193.3																
																								CPT-72L	33.38	1.31			1.5			306.78	1193.22																
																								CPT-72L	33.39	1.31			1.5			306.85	1193.15																
																								CPT-72L	33.4	1.31			1.5			306.94	1193.06																
																								CPT-72L	33.41	1.3			1.5			307.02	1192.98																
																								CPT-72L	33.42	1.3			1.5			307.1	1192.9																
																								CPT-72L	33.43	1.31			1.5			307.18	1192.82																
																								CPT-72L	33.44	1.3			1.5			307.27	1192.73																
																								CPT-72L	33.44	1.3			1.5			307.34	1192.66																
																								CPT-72L	33.45	1.3			1.5			307.42	1192.58																
																								CPT-72L	33.46	1.31			1.5			307.51	1192.49																
																								CPT-72L	33.47	1.3			1.5			307.59	1192.41																
																								CPT-72L	33.48	1.31			1.5			307.67	1192.33																
																								CPT-72L	33.49	1.3			1.5			307.75	1192.25																
																								CPT-72L	33.5	1.3			1.5			307.83	1192.17																
																								CPT-72L	33.51	1.31			1.51			307.91	1202.09																
																								CPT-72L	33.51	1.31			1.51			307.99	1202.01																
																								CPT-72L	33.52	1.31			1.51			308.08	1201.92																
																								CPT-72L	33.53	1.3			1.5			308.16	1191.84																
																								CPT-72L	33.54	1.31			1.5			308.24	1191.76																
																								CPT-72L	33.55	1.3			1.5			308.32	1191.68																
																								CPT-72L	33.56	1.31			1.51			308.4	1201.6																
																								CPT-72L	33.57	1.31			1.51			308.48	1201.52																
																								CPT-72L	33.58	1.32			1.52			308.56	1211.44																
																								CPT-72L	33.59	1.32			1.52			308.65	1211.35																
																								CPT-72L	33.59	1.32			1.52			308.73	1211.27																
																								CPT-72L	33.6	1.32			1.52			308.8	1211.2																
																								CPT-72L	33.61	1.32			1.52			308.89	1211.11																
																								CPT-72L	33.62	1.32			1.52			308.97	1211.03																
																								CPT-72L	33.63	1.32			1.52			309.05	1210.95																
																								CPT-72L	33.64	1.32			1.52			309.13	1210.87																
																								CPT-72L	33.65	1.32			1.52			309.22	1210.78																
																								CPT-72L	33.66	1.32			1.52			309.29	1210.71																
																								CPT-72L	33.66	1.32			1.52			309.37	1210.63																
																								CPT-72L	33.67	1.33			1.52			309.45	1210.55																
																								CPT-72L	33.68	1.33			1.53			309.54	1220.46																
																								CPT-72L	33.69	1.33			1.53			309.62	1220.38																
																								CPT-72L	33.7	1.34			1.53			309.7	1220.3																
																								CPT-72L	33.71	1.34			1.54			309.78	1230.22																
																								CPT-72L	33.72	1.34			1.54			309.86	1230.14																
																								CPT-72L	33.73	1.34			1.55			309.94	1240.06																
																								CPT-72L	33.73	1.35			1.55			310.02	1239.98																
																								CPT-72L	33.74	1.36			1.56			310.11	1249.89																
																								CPT-72L	33.75	1.37			1.57			310.19	1259.81																
																								CPT-72L	33.76	1.37			1.57			310.26	1259.74																
																								CPT-72L	33.77	1.37			1.57			310.35	1259.65																
																								CPT-72L	33.78	1.37			1.57			310.43	1259.57																
																								CPT-72L	33.79	1.37			1.56			310.51	1249.49																
																								CPT-72L	33.8	1.36			1.55			310.59	1239.41																
																								CPT-72L	33.8	1.35			1.54			310.67	1229.33																
																								CPT-72L	33.81	1.33			1.53			310.75	1219.25																
																								CPT-72L	33.82	1.34			1.52			310.83	1209.17																
																								CPT-72L	33.83	1.33			1.52			310.92	1209.08																
																								CPT-72L	33.84	1.32			1.52			311	1209																
																								CPT-72L	33.85	1.32			1.52			311.08	1208.92																
																								CPT-72L	33.86	1.32			1.52			311.16	1208.84																
																								CPT-72L	33.87	1.32			1.52			311.24	1208.76																
																								CPT-72L	33.88	1.32			1.52			311.32	1208.68																
																								CPT-72L	33.88	1.32			1.52			311.4	1208.6																
																								CPT-72L	33.89	1.32			1.52			311.49	1208.51																
																								CPT-72L	33.9	1.32			1.52			311.57	1208.43																
																								CPT-72L	33.91	1.32			1.52			311.64	1208.36																
																								CPT-72L	33.92	1.32			1.52			311.72	1208.28																
																								CPT-72L	33.93	1.32			1.52			311.81	1208.19																
																								CPT-72L	33.94	1.32			1.52			311.89	1208.11																
																								CPT-72L	33.95	1.32			1.52			311.97	1208.03																
																								CPT-72L	33.96	1.32			1.52			312.06	1207.94																
																								CPT-72L	33.96	1.32			1.52			312.13	1207.87																
																								CPT-72L	33.97	1.32			1.52			312.21	1207.79																
																								CPT-72L	33.98	1.32			1.52			312.29	1207.71																
